int_id,200907,200910,201001,201004,201007,201010,201101,201104,201107,201110,201201,201204,201207,201210,201301,201304,201307,201310,201401,201404,201407,201410,201501,201504,201507,201510,201602,201606,201610,201702,201706,201710,201802,201806,201810,201812,201902,201906,201910,202002,202006,202010,202102,202106,202110,202202,202206,202210,202302,202306,202310,200907_sm,200910_sm,201001_sm,201004_sm,201007_sm,201010_sm,201101_sm,201104_sm,201107_sm,201110_sm,201201_sm,201204_sm,201207_sm,201210_sm,201301_sm,201304_sm,201307_sm,201310_sm,201401_sm,201404_sm,201407_sm,201410_sm,201501_sm,201504_sm,201507_sm,201510_sm,201602_sm,201606_sm,201610_sm,201702_sm,201706_sm,201710_sm,201802_sm,201806_sm,201810_sm,201812_sm,201902_sm,201906_sm,201910_sm,202002_sm,202006_sm,202010_sm,202102_sm,202106_sm,202110_sm,202202_sm,202206_sm,202210_sm,202302_sm,202306_sm,202310_sm
548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001074478,0.017241654,-0.03046531,-0.005214123,-0.020395769,-0.014319258,-0.001694943,-0.002098561,-0.015837856,-0.035372416,-0.016106359,-0.004543075,-0.010133636,0.018139911233447485,-0.000525302,-0.001854532,-0.012007486,0.024399371,-0.005159094,-0.002133873,7.337853730860931e-05,-0.019689294,0.011531379597727216,0.002807026,-0.035464228,-0.087135859,-0.007886531,-0.009856104,-0.005359324,0.009914171,-0.003194883,0.015572195,-0.002687225,-0.002940738,0.004925126,0.004295062,0.015836482846680145,0.042660457,0.007666541,0.005907899,0.013569732545874992,0.005632201,0.004220211,-0.001372027,0.013801670575048759,0.002033414,-0.007589231,0.015291983203496808,0.010379469,0.003289168,
549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.055162626,-0.003868555,-0.018970032,-0.007238765,-0.026593707,0.006768308,0.00012655,1.20479809610375e-05,0.023378991325827003,0.012051600766809362,-0.011011877,-0.004836395,-0.030395321,-0.003618046,-0.007503244,-0.005137015,-0.002916248,0.011150008361590538,0.001572782,0.011159289824335214,0.043377363711203425,-0.021420228,-0.01076307,-0.000725703,0.013110569776280922,-0.024498137,0.001602625,-0.006409601,-0.011644301,-0.000359102,0.037668145776383194,-0.010216958,-0.00391234,-0.007898615,0.00571441,0.003780453,0.023765891,0.04454944,0.014654822034859358,0.006576089,0.012120535107035368,0.000602622,0.008746368,-0.004383351,-0.001861099,-0.013340247,-0.006403741,0.013883501070698655,-0.014964405,0.023825293700946007,
550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.008083941,-0.005529399,-0.034304998,-0.006526819,-0.012351556,0.009338279,0.004698281,-0.000426863,0.022637675116129696,0.007858609,-0.011235012,-0.001865785,0.011086962,-0.005493271,-0.020912303,-0.000936704,0.013308142843015939,0.002005172,0.001288133,0.001480643,-0.033325853,-0.027268237,0.015497463464271274,0.00329483,-0.024381457,-0.05417982,-0.011799552,-0.014953202,0.005703976,0.006575762,0.003069911,-0.01275755,-0.00852,0.00363553,0.00562684,0.008107955,0.018086639243847475,0.065445219,0.010406783949292736,-0.005712555,0.012754378141835318,-0.002984338,-0.001788422,-0.002490642,0.005622573,-0.007424003,-0.014274853,0.014374382961250366,-3.24E-05,-0.009847785,
551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.042975994,-0.018203064,-0.0100092,-0.009744019,-0.002091684,-0.005878754,-0.013540215,-0.006026659,0.015556390887420403,0.002935581,-0.020362284,-0.007506099,-0.037707083,-0.026097762,-0.00476311,-0.005146821,-0.029376416,-0.036507753,-0.006067791,-0.001278622,0.039834591396675834,-0.016740147,-0.017841362,-0.002170627,0.013050846902555556,-0.005343596,0.005498013,0.011108700741539922,-0.017975297,-0.009386927,0.015600295279893973,0.000169101,0.001360744,-0.009252378,0.027385615335221873,0.014145628761565485,-0.000312548,0.043935834,0.021058302536083942,0.008865994,0.022946065,0.000907591,0.00958683,0.002325112,0.009971567,-0.018043546,0.024106381101566404,0.027654172,-0.00104979,0.030231860515318405,
552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.037088777,-0.025051687,-0.011818686,-0.010761394,-0.016662918,-0.040301275,-0.019598479,-0.008854475,-0.008544491,-0.020568021,-0.023237825,-0.010179634,-0.044897646,-0.021969326,-0.001313201,-0.004280218,-0.012739587,-0.014779889,-0.002064033,0.002937565,0.028169825815652704,-0.010093281,-0.018547174,-0.006391506,-0.004785251,0.004055402,0.003957449,0.007866814,-0.003461386,-0.010557554,0.024077852817290284,0.011301337,-0.00211444,-0.005148088,0.017741796313499897,0.012721780440485008,0.017967513068674165,0.012153357267379747,0.020952206,0.011977342974242492,0.027395987,0.009501969,0.010050211073260516,0.023440267966718095,0.010773203639807757,-0.011809017,0.031992729221071485,0.027811865246265506,0.009020544,0.036642108,
553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.060246881,-0.035920902,-0.01568276,-0.022321972,-0.036574934,-0.027776382,-0.027498512,-0.023290329,-0.016414424,-0.009991511,-0.026920279,-0.019440467,-0.052814595,-0.025372802,-0.014327703,-0.01611464,-0.027900185,-0.031031174,-0.012560867,-0.004388679,0.026889928761098927,-0.015644518,-0.021781955,-0.004898405,0.012318786153377153,-0.001118533,0.006289126,0.006491384,-0.003634931,-0.00256698,0.026875932315557162,-0.002104534,0.003913465,0.001180029,0.03606092,0.018331590076458886,0.013776817872863391,0.034739333108581405,0.033699454611231555,0.033218542724077066,0.032088603567460516,0.013734070070344807,0.025811927,0.016916150805251343,0.020932760410781563,0.001665734,0.028664777119611913,0.035977272830646584,0.026174478136516844,0.03516833,
554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.041783472,-0.013281526,-0.010765929,-0.012209573,-0.017124002,-0.016513184,-0.018891217,-0.010861015,0.00661403,0.011144523267392764,-0.023021343,-0.010634921,-0.048834515,-0.028234354,-0.00656629,-0.008813774,-0.026453123,-0.028629965,-0.003467279,-0.000147467,0.043183891689059915,-0.013818061,-0.02181758,-0.004053237,0.009043267,0.002632605,0.000456357,0.009021429,-0.011840176,-0.006746556,0.027826334315317634,-0.00289977,-0.002161969,-0.009189901,0.033203854,0.018475673264927328,0.000475388,0.039114431,0.030667142183692375,0.018726075413050488,0.017591008,0.008609623,0.020805081,0.004847809,0.013351114259825823,-0.012924589,0.014626997488516306,0.028322544914704782,0.002037806,0.025382960284197745,
555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.060052239,-0.034610826,-0.014796903,-0.019303128,-0.032274578,-0.039477101,-0.036289704,-0.023062424,-0.026152066,-0.016637038,-0.028820538,-0.020287358,-0.056404014,-0.03599427,-0.014235502,-0.015287063,-0.023567393,-0.022868848,-0.009826335,-0.001598659,0.026978379134864835,-0.014391935,-0.023274068,-0.011202264,-0.002841922,0.010273287,0.012637085552948218,0.015038718159000082,0.006803075,-0.010127384,0.033906004,0.017252936,0.000895821,-0.003097239,0.031105244221786656,0.021000149931448216,0.025678573797146474,0.021851141,0.040712752030231066,0.032275015,0.034253606262306356,0.015018014198479545,0.023249824,0.023018389,0.022228833870030943,-0.000277511,0.017050573291877896,0.039174757,0.022525121768315632,0.031624172,
556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.031115093,-0.025259389,-0.007903517,-0.007456955,-0.020427339,-0.038806768,-0.011805121,-0.006775502,-7.81E-05,-0.018723218,-0.021013734,-0.006838109,-0.027150119,-0.009951305,0.000436276,-0.001765157,-0.009881449,-0.009142119,0.001830395,0.004441224,0.024795617097489807,-0.006693652,-0.011117519,-0.002805775,0.004061366,-0.003990159,0.002638644,0.001697795,-0.001554873,-0.003818798,0.017972896,0.009542462,0.002177439,-0.001304822,0.014200551807880407,0.004374305,0.0037514,0.016042873,0.009242667,0.005971226,0.018212295217173435,0.006486359,0.00849809,0.020738469,0.001104228,-0.009173226,0.032393133,0.018722498174091537,0.007407866,0.029531626,
557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-0.06286671,-0.05730274,-0.024360613,-0.028187536,-0.045066984,-0.026097459,-0.034243786,-0.028802393,-0.017800701,0.004249281,-0.035273704,-0.022747934,-0.040813727,-0.028371983,-0.018196612,-0.020321332,-0.020305137,-0.020255551,-0.007183953,-0.009800769,0.023083904488885303,0.006452765,-0.015170584,-0.006712553,-0.004841306,0.00270003,-0.00250938,0.009410115,-0.011226487,-0.004672074,0.024697366294276435,0.016266270773485268,0.003714152,0.004228052,0.045402608,0.029112051,0.021342591,0.035447935806587325,0.043930625892244266,0.043041164,0.025839007692411507,0.028008825,0.039995590348553385,0.008581727,0.032292385,0.021349397,0.016495323972776484,0.043396922,0.029397097,0.043350469,
558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,,1,1,1,,,,-0.079549497,-0.04513758,-0.023021167,-0.0499178,-0.062665522,-0.027769783,-0.039494063,-0.050652966,-0.053930287,-0.016712026,-0.036536668,-0.039322196,-0.062283411,-0.022611024,-0.028042039,-0.032043865,-0.043253011,-0.032499062,-0.013928573,-0.001256197,0.024921772026573304,-0.003282325,-0.019351721,0.003026707,0.015535325699602257,0.000190696,0.008987067,0.003139468,0.003620608,0.001935774,0.037803814,0.00402865,0.010943534,0.023738855743431493,0.032732418,0.034498449,0.038101980710052885,0.021701957,0.04552252,0.056404745,0.042441090918146074,0.032811779,0.057342809,0.021958565688692006,0.038564225,0.027969358736299917,0.019675849,0.053669601,0.054547815,0.031681633,
559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,,1,1,1,,,,-0.052719297,-0.026981341,-0.008872741,-0.014247234,-0.02239702,-0.029632425,-0.01008803,-0.011108997,-0.005761347,0.001684329,-0.025795034,-0.010297018,-0.045261038,-0.016941868,0.000923903,-0.005209578,-0.008685013,-0.016359327,-0.000168027,0.004982599,0.037166875,-0.001791319,-0.022590533,-0.009356619,-0.005171666,-0.000518283,0.006452408,0.020108785800403012,-0.008862367,-0.016371817,0.017176241468405358,-0.01210813,-0.001979042,-0.000740241,0.027618387830443653,0.015186413016635956,0.016489602945512164,0.008813122,0.026522849,0.026949240214889862,0.034350446,0.008166972,0.011951018444960937,0.002314659,0.007723667,-0.01432887,0.034719834220595644,0.026231661264318952,0.009063994,0.033871831,
560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.048041532,-0.022222132,-0.009555349,-0.011650248,-0.019225278,-0.022491678,-0.015605811,-0.007945775,0.000313567,-0.008051584,-0.017123363,-0.007948035,-0.038222227,-0.019256573,-0.00916793,-0.006935922,-0.01976733,-0.026272706,-0.009204286,-0.001753621,0.032261662197287176,-0.00767096,-0.018830881,-0.00418209,0.002948204,-0.000422942,0.003305127,0.008114815,-0.011180927,-0.007070956,0.018149868585169322,-0.006100912,0.000766268,-0.003233863,0.02277548,0.008976358,0.00483846,0.029602088,0.022920608,0.016038145,0.027266425,0.003156866,0.014132731497384515,0.008979296,0.008885974,-0.011852297,0.027930139,0.026417771983262794,0.010256007470964616,0.036394165707873044,
561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.04807482,-0.023585078,-0.014823172,-0.014253553,-0.02538507,-0.020705207,-0.014565921,-0.009901926,-0.002727099,-0.013908844,-0.020102213,-0.010280352,-0.037536444,-0.025266494,-0.014726763,-0.009140324,-0.019292971,-0.023205406,-0.011156228,-0.001414762,0.025744108868821048,-0.005505237,-0.017132021,-0.004837079,-0.003463536,-0.004654828,0.002300768,0.007191685,-0.014659702,-0.006066875,0.013301207094627916,-0.008562054,0.004959631,0.003532691,0.023300969,0.008811881,0.010227274,0.032531095,0.026368597245891558,0.022123500581074044,0.027326834,0.005230056,0.019758982460189166,0.013322562794201069,0.009519372,-0.0054154,0.034738184,0.029891869708080786,0.016583255,0.035106414,
562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,,,,1,1,1,-0.01454949,-0.028430959,-0.013954774,-0.003921306,-0.002681743,-0.012264138,-0.028392929,-0.008331792,-0.008630614,-0.016348602,-0.003406999,-0.000805835,0.004097046,-0.006131985,-0.006766263,-0.000834806,-0.011308311,-0.025794112,-0.018942269,-0.002917049,0.000482428,0.006978968,0.002082711,0.001962861,0.007830663,-0.001708015,-0.001462473,0.001435658,-0.009219833,-0.01243722,0.000571444,0.005340103,0.007112509,0.00173154,0.002909675,0.003491911,0.000805491,0.022299202487920382,0.010441654291935212,0.005650576,0.020735156306181984,0.010183524689637062,0.004896005,0.024197859552805234,0.010702716349624036,0.002515893,0.027649964,0.017540798685513385,0.010968736722133995,0.011271201402996657,
563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.059102108,-0.048795688,-0.01781099,-0.013407961,-0.021998896,-0.031512347,-0.025068686,-0.010734071,-0.009274673,-0.017802498,-0.029724729,-0.010862965,-0.048178542,-0.023346648,-0.009147266,-0.006889058,-0.018447977,-0.030746469,-0.015039924,-0.002434453,0.025480655,-0.019263336,-0.024732109,-0.005681852,-0.001600456,-0.012541571,-0.000935678,0.003319282,-0.016295072,-0.00782057,0.027231227210722873,0.006876346,-0.000315735,-0.003974146,0.029362341761589056,0.016154569480568193,0.012469481281004825,0.042948088,0.030702447239309573,0.026453005126677427,0.052962962,0.010652506444603197,0.019773475429974527,0.033563897013664225,0.015577453467994922,-0.012034646,0.032918796,0.037960912,0.019366994849406176,0.047944096,
564,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.052618972,-0.018453335,-0.004629727,-0.012505331,-0.023487339,-0.032210401,-0.011035729,-0.008347121,0.005992296,-0.003765845,-0.019144441,-0.009423503,-0.040820268,-0.018406746,-0.018752467,-0.012356185,-0.034874031,-0.027184808,0.004720998,0.003520728,0.038887694,-0.011534834,-0.020302897,-0.005872972,0.00198454,-0.008380979,-7.19E-05,0.00285035,-0.019132708,-0.005884945,0.026032184144820694,-0.003204408,0.000948197,-0.001623973,0.028532622,0.009976427,0.001752153,0.029031654,0.022663411409170796,0.009354852,0.029786720025268464,0.002741345,0.021828419,0.003975525,0.011894633464345845,-0.014399388,0.046076017,0.024376114,0.004279597,0.03144801,
565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.033058913,-0.022441687,-0.014172768,-0.008287934,-0.015020589,-0.015532949,-0.019296986,-0.004713891,-0.003762356,-0.007935128,-0.011749968,-0.0038871,-0.017551532,-0.010025456,-0.01164004,-0.003397743,-0.009114915,-0.023949088,-0.015256965,-0.001835006,0.014334795855878225,-0.000431366,-0.004256329,-0.000692016,0.001252571,0.005748332,-0.000577592,0.003141986,-0.004526285,-0.004322325,-0.002568611,-0.003366088,0.005922603,-0.000719252,0.010440171,0.008299632,0.00133422,0.020626185,0.018993922722681092,0.017214131934451864,0.024384841555729512,0.008916546,0.011965748005119764,0.013423666590824713,0.009192074,-0.001772118,0.011706219598030039,0.018392826,0.009543823,0.022130146855488444,
566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-0.062484182,-0.020162499,-0.01444977,-0.020014883,-0.023988524,-0.004342891,-0.009241053,-0.011872666,-0.039559786,-0.005477887,-0.010365609,-0.016659074,0.005472117,-9.72E-05,-0.014682575,-0.012232009,-0.021416622,0.009855498,0.001145329,0.013553588159298639,0.035815235352918015,-0.028351363,-0.012915619,-0.003358528,0.016703797608948814,0.003956813,0.000858004,0.009141198,0.016189765,-0.002682618,0.021861161,-0.006112985,-0.002651666,-0.017146146,0.014993450614843501,0.015929119,-0.013751112,0.020065192426188608,0.028938629,0.003763579,0.019271634,0.008774271,0.027257652095194578,-0.005650014,0.00932585,0.020146198,-0.008030578,0.018957749929990674,-0.001195525,0.012691629066895888,
567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-0.033232753,-0.017687425,-0.020348463,-0.025817397,-0.019153659,0.000345444,-0.010777075,-0.011100223,-0.036535769,-0.016737426,-0.017685894,-0.021082657,-0.026483136,-0.010671826,-0.017944731,-0.015851374,-0.029187995,0.002884621,0.002385306,0.020129889,0.047360058,-0.015498935,-0.008922597,-0.00679769,0.012960136557618795,0.018937205274899824,0.003499983,0.007272567,0.015763337,-0.00363739,0.034424622,0.003695556,-0.002280131,-0.018181265,-0.001041325,0.015671914,0.001398705,0.011661868956353919,0.036060509,0.004269518,0.012939819,0.008901388,0.019898324687447816,0.005412382,0.010136144235730195,0.013319884,-0.008485872,0.019542222428652965,-0.009025495,0.007288537,
568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-0.012734887,-0.010099616,-0.008238378,-0.021542596,-0.013655083,0.008861734,-0.004673931,-0.014324176,-0.043407171,0.002992664,-0.007474786,-0.022814462,-0.027556049,0.014137520144383145,-0.002580408,-0.019010518,-0.038448852,0.011891954888900116,0.01183466,0.045819601,0.064661427,-0.022617634,-0.014299555,-0.010139974,0.002349598,0.013754262,0.004321368,-0.020288222,0.001258675,-0.00673434,0.034909655,-0.006410923,-0.004126329,0.007310149,-0.008235351,0.013545060142253807,0.010550905639926608,-0.004490789,0.029895607614889744,-0.00954027,0.010564718395471559,-0.000782588,0.005768527,-0.010890321,0.004392906,-0.000104249,-0.008961952,0.011700753355398785,0.004896196,0.013773762931426362,
569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.008322889,-0.007067647,-0.012957358,-0.026481596,-0.00103408,0.022865175,-0.005747308,-0.01124881,-0.034217173,0.00056494,-0.008212339,-0.022249617,-0.02778292,0.002377943,-0.013055186,-0.020050774,-0.032579521,0.016725309193134308,0.006087957,0.044339525,0.072383413,-0.012000238,-0.009472202,-0.014841735,-0.005918896,0.014179015798228084,0.009424569,-0.010666964,0.001419305,-0.003167738,0.027704645347382366,-0.007375114,-0.003188783,0.009704413,-0.006699376,0.020033819334847578,-0.00348938,-0.004515845,0.03387657,-0.013423711,-0.002073945,0.003926592,0.004233081,-0.012920372,0.005151687,-0.00253288,-0.015719125,0.013631624834878099,0.011079298465379639,0.008788925,
570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-0.045651798,-0.006338826,-0.007632919,-0.022013039,-0.01669829,0.001187751,-0.005914418,-0.012468013,-0.042044862,-0.010182153,-0.009003947,-0.019494882,-0.003441229,-0.005297493,-0.011303949,-0.01601741,-0.030594314,0.001937766,0.003986085,0.017417761,0.039020544,-0.025551479,-0.009593698,-0.0045602,0.015091089531779282,0.008240639,0.004390195,0.019376217387616648,0.008410254,-0.002437721,0.026252371,-0.004677992,-0.005408806,-0.027535194,0.012513875029981095,0.012689637796332448,-0.01175844,0.019339063825706604,0.026270233249912678,0.005472314,0.012912173134585217,0.005737712,0.020190521143376834,0.00077631,0.006708933,0.021369694732129574,-0.013642203,0.015959032035122306,-0.011444485,0.004922925,
571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-0.033605328,-0.014099478,-0.01304767,-0.026223814,-0.018784884,0.001753039,-0.011407696,-0.01085943,-0.038425153,-0.016829116,-0.011778665,-0.024589707,-0.035905217,-0.007549873,-0.014473455,-0.019888375,-0.038742422,0.005916296,0.003887267,0.030146195713816024,0.049124653,-0.019194878,-0.007625991,-0.008000974,0.00229673,0.015350667053255551,0.006634216,-0.004289567,0.00773774,-0.002919602,0.032393787,0.003831728,-0.002348717,0.005351865,-0.010781966,0.016859290543301354,-0.004188849,0.010769659589076844,0.035435419,-0.000658723,0.023555628698447614,0.00612517,0.02205308,0.005051716,0.006711152,0.009151671,-0.00670796,0.014927717760719095,0.011715419,0.001762609,
572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.026427981,-0.02775986,-0.02416977,-0.025104681,-0.028891769,0.006714838,-0.005842951,-0.010182999,-0.036610068,-0.013389697,-0.022016973,-0.025161971,-0.030166853,-0.001009105,-0.0120792,-0.019367054,-0.021676776,0.026828791201114685,0.004197196,0.037776161,0.056446865,-0.022872319,-0.004458776,-0.00693483,0.003952969,0.011740868786970796,0.001859373,-0.008053737,0.025740259,-0.006077728,0.024894169,-0.000557016,-0.003365489,-0.002856252,0.006656561,0.016021720816691683,-0.004636188,-0.001169648,0.035978335390488295,-0.008644934,0.005441532,0.00290346,0.015301496411363264,0.000804521,0.010761430114507663,0.011771145090460771,-0.012720782,0.020885306845108666,0.013596406206488623,0.008372388,
573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.038793947,-0.021526957,-0.018908087,-0.023393423,-0.02507911,0.003566699,-0.000396562,-0.005870063,-0.038423745,-0.014913813,-0.016278172,-0.01822185,-0.015428743,-0.00457281,-0.017470797,-0.012893712,-0.006839704,0.025701140555051613,0.003674483,0.015356093286894867,0.047707543923304646,-0.008275653,-0.004395064,-0.005557716,0.017268749383779706,0.010573903528543621,0.003962255,0.008077766,0.011505597,-0.005922096,0.01758746,-0.003215594,-0.005255184,-0.028241203,0.018456984597903014,0.011586848861322961,-0.007565762,0.000331185,0.035749552,0.003967409,0.015516779170586484,0.004927032,0.018673051005372646,-0.006585421,0.005457229,0.019967698277189187,-0.014970859,0.016958174,-0.001589012,0.000448395,
574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.01331484,-0.002508326,-0.011626027,-0.020858618,-0.007674301,0.028524268,0.007164534,-0.004820577,-0.034469706,0.024838848,-0.001198244,-0.022412393,0.008632779,0.015235433813001284,-0.013689654,-0.015888288,-0.004661731,0.040296838,0.006849364,0.025039915,0.058817711,-0.010974241,-0.002390108,0.006565276,0.023307952480237995,-0.000395124,0.002300093,0.005851844,0.005135507,-0.007913575,0.005285459,-0.003276291,-0.005326781,-0.020006249,-0.013362625,0.011248266721358056,-0.025346335,-0.007698503,0.029273686,-0.016388087,-0.007781621,-0.004217057,0.009382773,-0.024397184,0.005064388,0.017815141404261357,-0.029015602,0.014470910073303783,-0.020300049,-0.01170506,
575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.023095462,-0.016368923,-0.019587976,-0.028518063,-0.017949483,0.00735343,-0.006205842,-0.005706898,-0.021834066,-0.007899694,-0.017869663,-0.026457795,-0.027639537,-0.003815556,-0.014647824,-0.020004181,-0.036324317,0.015863523483276368,0.005485995,0.038537783,0.068076909,-0.009595776,-0.004702367,-0.012809344,-0.006494922,0.007379446,0.008218905,-0.007952576,0.009728079,-0.004674617,0.027660112082958224,0.001685801,-0.005316797,0.000388543,-0.006189404,0.018642300665378555,-0.009130762,0.004549742,0.037367047369480114,-0.007848788,0.012411432266235353,0.004949307,0.014470896422862992,-0.002564526,0.008775469,0.00428452,-0.008989582,0.01858617,0.004275007,0.003074341,
576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.028805682,-0.004176028,-0.015509403,-0.019922652,-0.00318089,0.018481346203925775,-0.002212116,-0.00435672,-0.029447057,0.005118888,-0.007381982,-0.01715539,0.00204336,0.00338074,-0.015800034,-0.011054778,-0.002463159,0.036559064654593784,0.006106087,0.018734848,0.051859954,-0.01481321,-0.00311979,-0.001959825,0.022763053549731037,0.013860652104337151,0.003639494,0.012702774097944847,0.018742967,-0.007304796,0.007574875,-0.006653785,-0.002754826,-0.031335875,0.012507002721441576,0.017332363,-0.021391518,-0.014775874,0.031644217828486816,-0.004960664,-0.004559364,0.001565937,0.011232825907620966,-0.021739295,0.002448413,0.011557076443383066,-0.022042563,0.012324029,-0.027767375,-0.013346251,
